alteredValue,value,numPaths,residents,personsPerBuilding,sprawl,areaPerResident,floors,elongation,heightParameter,manhattanDistance,averageDistance,area,ellipseArea
sprawl,47.27272727272733,1000000,2000000,11.38,47.27272727272733,38,3,1.5,1.2,true,16.626554354920955,617568016,617571265
sprawl,47.87878787878794,1000000,2000000,11.38,47.87878787878794,38,3,1.5,1.2,true,16.796542501584515,630260471,630263786
sprawl,48.48484848484855,1000000,2000000,11.38,48.48484848484855,38,3,1.5,1.2,true,16.96653064825315,643082031,643085414
sprawl,49.09090909090916,1000000,2000000,11.38,49.09090909090916,38,3,1.5,1.2,true,17.136518794917475,656032698,656036149
sprawl,49.69696969696977,1000000,2000000,11.38,49.69696969696977,38,3,1.5,1.2,true,17.306506941586427,669112472,669115991
sprawl,50.303030303030376,1000000,2000000,11.38,50.303030303030376,38,3,1.5,1.2,true,17.47649508825444,682321351,682324940
sprawl,50.909090909090985,1000000,2000000,11.38,50.909090909090985,38,3,1.5,1.2,true,17.64648323492226,695659337,695662996
sprawl,51.515151515151594,1000000,2000000,11.38,51.515151515151594,38,3,1.5,1.2,true,17.81647138158723,709126430,709130160
sprawl,52.1212121212122,1000000,2000000,11.38,52.1212121212122,38,3,1.5,1.2,true,17.986459528253434,722722628,722726430
sprawl,52.72727272727281,1000000,2000000,11.38,52.72727272727281,38,3,1.5,1.2,true,18.156447674920358,736447933,736451807
sprawl,53.33333333333342,1000000,2000000,11.38,53.33333333333342,38,3,1.5,1.2,true,18.326435821614858,750302345,750306291
sprawl,53.93939393939403,1000000,2000000,11.38,53.93939393939403,38,3,1.5,1.2,true,18.496423968254604,764285862,764289882
sprawl,54.54545454545464,1000000,2000000,11.38,54.54545454545464,38,3,1.5,1.2,true,18.66641211492218,778398486,778402581
sprawl,55.15151515151525,1000000,2000000,11.38,55.15151515151525,38,3,1.5,1.2,true,18.83640026158829,792640217,792644386
sprawl,55.75757575757586,1000000,2000000,11.38,55.75757575757586,38,3,1.5,1.2,true,19.00638840825255,807011053,807015298
sprawl,56.363636363636466,1000000,2000000,11.38,56.363636363636466,38,3,1.5,1.2,true,19.176376554920665,821510996,821515318
sprawl,56.969696969697075,1000000,2000000,11.38,56.969696969697075,38,3,1.5,1.2,true,19.34636470158598,836140046,836144444
sprawl,57.575757575757684,1000000,2000000,11.38,57.575757575757684,38,3,1.5,1.2,true,19.51635284825297,850898202,850902677
sprawl,58.181818181818294,1000000,2000000,11.38,58.181818181818294,38,3,1.5,1.2,true,19.686340994920588,865785464,865790018
sprawl,58.7878787878789,1000000,2000000,11.38,58.7878787878789,38,3,1.5,1.2,true,19.856329141586237,880801832,880806465
sprawl,59.39393939393951,1000000,2000000,11.38,59.39393939393951,38,3,1.5,1.2,true,20.026317288254198,895947307,895952019
sprawl,60,1000000,2000000,11.38,60,38,3,1.5,1.2,true,20.196305434953814,911221888,911226681
residents,20000,1000000,20000,11.38,21.200566295347787,38,3,1.5,1.2,true,0.9516190513513408,1937415,1937932
residents,120808.0808080808,1000000,120808.0808080808,11.38,21.200566295347787,38,3,1.5,1.2,true,2.3055107805724333,11704983,11705892
residents,221616.1616161616,1000000,221616.1616161616,11.38,21.200566295347787,38,3,1.5,1.2,true,3.114040771380801,21473655,21473853
residents,322424.24242424243,1000000,322424.24242424243,11.38,21.200566295347787,38,3,1.5,1.2,true,3.752127901653645,31241224,31241813
residents,423232.3232323232,1000000,423232.3232323232,11.38,21.200566295347787,38,3,1.5,1.2,true,4.294942189928551,41008793,41009774
residents,524040.404040404,1000000,524040.404040404,11.38,21.200566295347787,38,3,1.5,1.2,true,4.776825747924629,50777464,50777734
residents,624848.4848484849,1000000,624848.4848484849,11.38,21.200566295347787,38,3,1.5,1.2,true,5.212844710128239,60545033,60545694
residents,725656.5656565657,1000000,725656.5656565657,11.38,21.200566295347787,38,3,1.5,1.2,true,5.61946899004201,70312602,70313655
residents,826464.6464646466,1000000,826464.6464646466,11.38,21.200566295347787,38,3,1.5,1.2,true,5.99396066403475,80081274,80081615
residents,927272.7272727274,1000000,927272.7272727274,11.38,21.200566295347787,38,3,1.5,1.2,true,6.3469216607118115,89848842,89849576
residents,1028080.8080808083,1000000,1028080.8080808083,11.38,21.200566295347787,38,3,1.5,1.2,true,6.681229504570366,99617514,99617536
residents,1128888.888888889,1000000,1128888.888888889,11.38,21.200566295347787,38,3,1.5,1.2,true,7.001513538289381,109385083,109385496
residents,1229696.9696969697,1000000,1229696.9696969697,11.38,21.200566295347787,38,3,1.5,1.2,true,7.3056047018038575,119152652,119153457
residents,1330505.0505050505,1000000,1330505.0505050505,11.38,21.200566295347787,38,3,1.5,1.2,true,7.596307099647984,128921323,128921417
residents,1431313.1313131312,1000000,1431313.1313131312,11.38,21.200566295347787,38,3,1.5,1.2,true,7.877753203011984,138688892,138689378
residents,1532121.212121212,1000000,1532121.212121212,11.38,21.200566295347787,38,3,1.5,1.2,true,8.150874459153686,148456461,148457338
residents,1632929.2929292927,1000000,1632929.2929292927,11.38,21.200566295347787,38,3,1.5,1.2,true,8.412559834232697,158225132,158225298
residents,1733737.3737373734,1000000,1733737.3737373734,11.38,21.200566295347787,38,3,1.5,1.2,true,8.669387305080663,167992701,167993259
residents,1834545.4545454541,1000000,1834545.4545454541,11.38,21.200566295347787,38,3,1.5,1.2,true,8.91647429490807,177760270,177761219
residents,1935353.5353535349,1000000,1935353.5353535349,11.38,21.200566295347787,38,3,1.5,1.2,true,9.155492427777295,187528942,187529180
residents,2036161.6161616156,1000000,2036161.6161616156,11.38,21.200566295347787,38,3,1.5,1.2,true,9.389836853846898,197296511,197297140
residents,2136969.6969696963,1000000,2136969.6969696963,11.38,21.200566295347787,38,3,1.5,1.2,true,9.625482085030713,207064079,207065100
residents,2237777.777777777,1000000,2237777.777777777,11.38,21.200566295347787,38,3,1.5,1.2,true,9.847663536662449,216832751,216833061
residents,2338585.858585858,1000000,2338585.858585858,11.38,21.200566295347787,38,3,1.5,1.2,true,10.06810974024157,226600320,226601021
residents,2439393.9393939385,1000000,2439393.9393939385,11.38,21.200566295347787,38,3,1.5,1.2,true,10.277981775996153,236367889,236368982
residents,2540202.0202020193,1000000,2540202.0202020193,11.38,21.200566295347787,38,3,1.5,1.2,true,10.490468372579652,246136560,246136942
residents,2641010.1010101,1000000,2641010.1010101,11.38,21.200566295347787,38,3,1.5,1.2,true,10.696831425690707,255904129,255904902
residents,2741818.1818181807,1000000,2741818.1818181807,11.38,21.200566295347787,38,3,1.5,1.2,true,10.900891961104207,265672801,265672863
residents,2842626.2626262615,1000000,2842626.2626262615,11.38,21.200566295347787,38,3,1.5,1.2,true,11.097050967999312,275440369,275440823
residents,2943434.343434342,1000000,2943434.343434342,11.38,21.200566295347787,38,3,1.5,1.2,true,11.288353199691315,285207938,285208784
residents,3044242.424242423,1000000,3044242.424242423,11.38,21.200566295347787,38,3,1.5,1.2,true,11.483462709594862,294976610,294976744
residents,3145050.5050505036,1000000,3145050.5050505036,11.38,21.200566295347787,38,3,1.5,1.2,true,11.668151267277967,304744179,304744704
residents,3245858.5858585844,1000000,3245858.5858585844,11.38,21.200566295347787,38,3,1.5,1.2,true,11.853802685732648,314511748,314512665
residents,3346666.666666665,1000000,3346666.666666665,11.38,21.200566295347787,38,3,1.5,1.2,true,12.034653813540531,324280419,324280625
residents,3447474.747474746,1000000,3447474.747474746,11.38,21.200566295347787,38,3,1.5,1.2,true,12.217343893850005,334047988,334048586
residents,3548282.8282828266,1000000,3548282.8282828266,11.38,21.200566295347787,38,3,1.5,1.2,true,12.389381903473486,343815557,343816546
residents,3649090.9090909073,1000000,3649090.9090909073,11.38,21.200566295347787,38,3,1.5,1.2,true,12.56563503570268,353584228,353584506
residents,3749898.989898988,1000000,3749898.989898988,11.38,21.200566295347787,38,3,1.5,1.2,true,12.737058124103351,363351797,363352467
residents,3850707.070707069,1000000,3850707.070707069,11.38,21.200566295347787,38,3,1.5,1.2,true,12.914120237369067,373119366,373120427
residents,3951515.1515151495,1000000,3951515.1515151495,11.38,21.200566295347787,38,3,1.5,1.2,true,13.081770848152036,382888038,382888388
residents,4052323.2323232302,1000000,4052323.2323232302,11.38,21.200566295347787,38,3,1.5,1.2,true,13.244925075785327,392655606,392656348
residents,4153131.313131311,1000000,4153131.313131311,11.38,21.200566295347787,38,3,1.5,1.2,true,13.409603456633421,402424278,402424308
residents,4253939.393939392,1000000,4253939.393939392,11.38,21.200566295347787,38,3,1.5,1.2,true,13.572991625297476,412191847,412192269
residents,4354747.474747472,1000000,4354747.474747472,11.38,21.200566295347787,38,3,1.5,1.2,true,13.727574280106131,421959416,421960229
residents,4455555.555555553,1000000,4455555.555555553,11.38,21.200566295347787,38,3,1.5,1.2,true,13.888267394958858,431728087,431728190
residents,4556363.636363634,1000000,4556363.636363634,11.38,21.200566295347787,38,3,1.5,1.2,true,14.043014854499368,441495656,441496150
residents,4657171.717171715,1000000,4657171.717171715,11.38,21.200566295347787,38,3,1.5,1.2,true,14.195112852994132,451263225,451264110
residents,4757979.797979795,1000000,4757979.797979795,11.38,21.200566295347787,38,3,1.5,1.2,true,14.343956464428,461031897,461032071
residents,4858787.878787876,1000000,4858787.878787876,11.38,21.200566295347787,38,3,1.5,1.2,true,14.499382967284543,470799465,470800031
residents,4959595.959595957,1000000,4959595.959595957,11.38,21.200566295347787,38,3,1.5,1.2,true,14.650891248423227,480567034,480567992
residents,5060404.040404038,1000000,5060404.040404038,11.38,21.200566295347787,38,3,1.5,1.2,true,14.789179752665145,490335706,490335952
residents,5161212.121212118,1000000,5161212.121212118,11.38,21.200566295347787,38,3,1.5,1.2,true,14.939902795539817,500103275,500103912
residents,5262020.202020199,1000000,5262020.202020199,11.38,21.200566295347787,38,3,1.5,1.2,true,15.087859589489232,509870844,509871873
residents,5362828.28282828,1000000,5362828.28282828,11.38,21.200566295347787,38,3,1.5,1.2,true,15.225473035218286,519639515,519639833
residents,5463636.3636363605,1000000,5463636.3636363605,11.38,21.200566295347787,38,3,1.5,1.2,true,15.37715717891163,529407084,529407794
residents,5564444.444444441,1000000,5564444.444444441,11.38,21.200566295347787,38,3,1.5,1.2,true,15.516326921917868,539174653,539175754
residents,5665252.525252522,1000000,5665252.525252522,11.38,21.200566295347787,38,3,1.5,1.2,true,15.653908555650965,548943324,548943714
residents,5766060.606060603,1000000,5766060.606060603,11.38,21.200566295347787,38,3,1.5,1.2,true,15.79147873308134,558710893,558711675
residents,5866868.686868683,1000000,5866868.686868683,11.38,21.200566295347787,38,3,1.5,1.2,true,15.929671103995913,568479565,568479635
residents,5967676.767676764,1000000,5967676.767676764,11.38,21.200566295347787,38,3,1.5,1.2,true,16.062802345825464,578247134,578247596
residents,6068484.848484845,1000000,6068484.848484845,11.38,21.200566295347787,38,3,1.5,1.2,true,16.198161888430167,588014702,588015556
residents,6169292.929292926,1000000,6169292.929292926,11.38,21.200566295347787,38,3,1.5,1.2,true,16.3331494830595,597783374,597783516
residents,6270101.010101006,1000000,6270101.010101006,11.38,21.200566295347787,38,3,1.5,1.2,true,16.46980558032329,607550943,607551477
residents,6370909.090909087,1000000,6370909.090909087,11.38,21.200566295347787,38,3,1.5,1.2,true,16.596276293522894,617318512,617319437
residents,6471717.171717168,1000000,6471717.171717168,11.38,21.200566295347787,38,3,1.5,1.2,true,16.718920202985284,627087183,627087398
residents,6572525.252525249,1000000,6572525.252525249,11.38,21.200566295347787,38,3,1.5,1.2,true,16.857979334553853,636854752,636855358
residents,6673333.333333329,1000000,6673333.333333329,11.38,21.200566295347787,38,3,1.5,1.2,true,16.985452756537352,646622321,646623318
residents,6774141.41414141,1000000,6774141.41414141,11.38,21.200566295347787,38,3,1.5,1.2,true,17.117435479069275,656390992,656391279
residents,6874949.494949491,1000000,6874949.494949491,11.38,21.200566295347787,38,3,1.5,1.2,true,17.23962455669148,666158561,666159239
residents,6975757.5757575715,1000000,6975757.5757575715,11.38,21.200566295347787,38,3,1.5,1.2,true,17.3704580957916,675926130,675927200
residents,7076565.656565652,1000000,7076565.656565652,11.38,21.200566295347787,38,3,1.5,1.2,true,17.500190700760157,685694802,685695160
residents,7177373.737373733,1000000,7177373.737373733,11.38,21.200566295347787,38,3,1.5,1.2,true,17.617712447264672,695462371,695463120
residents,7278181.818181814,1000000,7278181.818181814,11.38,21.200566295347787,38,3,1.5,1.2,true,17.73860420647587,705231042,705231081
residents,7378989.898989894,1000000,7378989.898989894,11.38,21.200566295347787,38,3,1.5,1.2,true,17.865921391049856,714998611,714999041
residents,7479797.979797975,1000000,7479797.979797975,11.38,21.200566295347787,38,3,1.5,1.2,true,17.982490105957922,724766180,724767002
residents,7580606.060606056,1000000,7580606.060606056,11.38,21.200566295347787,38,3,1.5,1.2,true,18.103366922163648,734534851,734534962
residents,7681414.141414137,1000000,7681414.141414137,11.38,21.200566295347787,38,3,1.5,1.2,true,18.228077581923557,744302420,744302922
residents,7782222.222222217,1000000,7782222.222222217,11.38,21.200566295347787,38,3,1.5,1.2,true,18.337892357823662,754069989,754070883
residents,7883030.303030298,1000000,7883030.303030298,11.38,21.200566295347787,38,3,1.5,1.2,true,18.46091814405846,763838661,763838843
residents,7983838.383838379,1000000,7983838.383838379,11.38,21.200566295347787,38,3,1.5,1.2,true,18.582180224117153,773606230,773606804
residents,8084646.46464646,1000000,8084646.46464646,11.38,21.200566295347787,38,3,1.5,1.2,true,18.697548052800524,783373798,783374764
residents,8185454.54545454,1000000,8185454.54545454,11.38,21.200566295347787,38,3,1.5,1.2,true,18.806571912095563,793142470,793142724
residents,8286262.626262621,1000000,8286262.626262621,11.38,21.200566295347787,38,3,1.5,1.2,true,18.93494805756106,802910039,802910685
residents,8387070.707070702,1000000,8387070.707070702,11.38,21.200566295347787,38,3,1.5,1.2,true,19.043947875223,812677608,812678645
residents,8487878.787878783,1000000,8487878.787878783,11.38,21.200566295347787,38,3,1.5,1.2,true,19.15362836332506,822446279,822446606
residents,8588686.868686864,1000000,8588686.868686864,11.38,21.200566295347787,38,3,1.5,1.2,true,19.273783432431934,832213848,832214566
residents,8689494.949494945,1000000,8689494.949494945,11.38,21.200566295347787,38,3,1.5,1.2,true,19.381976925589747,841982520,841982526
residents,8790303.030303026,1000000,8790303.030303026,11.38,21.200566295347787,38,3,1.5,1.2,true,19.50248996266157,851750088,851750487
residents,8891111.111111106,1000000,8891111.111111106,11.38,21.200566295347787,38,3,1.5,1.2,true,19.61147115137803,861517657,861518447
residents,8991919.191919187,1000000,8991919.191919187,11.38,21.200566295347787,38,3,1.5,1.2,true,19.71280852858757,871286329,871286408
residents,9092727.272727268,1000000,9092727.272727268,11.38,21.200566295347787,38,3,1.5,1.2,true,19.832523343584693,881053898,881054368
residents,9193535.353535349,1000000,9193535.353535349,11.38,21.200566295347787,38,3,1.5,1.2,true,19.942892172870934,890821467,890822328
residents,9294343.43434343,1000000,9294343.43434343,11.38,21.200566295347787,38,3,1.5,1.2,true,20.04676295379356,900590138,900590289
residents,9395151.51515151,1000000,9395151.51515151,11.38,21.200566295347787,38,3,1.5,1.2,true,20.151962931537625,910357707,910358249
residents,9495959.59595959,1000000,9495959.59595959,11.38,21.200566295347787,38,3,1.5,1.2,true,20.263809325071882,920125276,920126210
residents,9596767.676767671,1000000,9596767.676767671,11.38,21.200566295347787,38,3,1.5,1.2,true,20.376642488187553,929893947,929894170
residents,9697575.757575752,1000000,9697575.757575752,11.38,21.200566295347787,38,3,1.5,1.2,true,20.469793157945215,939661516,939662130
residents,9798383.838383833,1000000,9798383.838383833,11.38,21.200566295347787,38,3,1.5,1.2,true,20.578338575453877,949429085,949430091
residents,9899191.919191914,1000000,9899191.919191914,11.38,21.200566295347787,38,3,1.5,1.2,true,20.69029249220525,959197757,959198051
residents,10000000,1000000,10000000,11.38,21.200566295347787,38,3,1.5,1.2,true,20.79610164641792,968965325,968966011
elongation,1,1000000,2000000,11.38,21.200566295347787,38,3,1,1.2,true,8.584672060776443,193792183,193793202
elongation,1.0404040404040404,1000000,2000000,11.38,21.200566295347787,38,3,1.0404040404040404,1.2,true,8.595663271242856,193792183,193793202
elongation,1.0808080808080809,1000000,2000000,11.38,21.200566295347787,38,3,1.0808080808080809,1.2,true,8.610960457780893,193792183,193793202
elongation,1.1212121212121213,1000000,2000000,11.38,21.200566295347787,38,3,1.1212121212121213,1.2,true,8.645718649147659,193792183,193793202
elongation,1.1616161616161618,1000000,2000000,11.38,21.200566295347787,38,3,1.1616161616161618,1.2,true,8.688303620806142,193792183,193793202
elongation,1.2020202020202022,1000000,2000000,11.38,21.200566295347787,38,3,1.2020202020202022,1.2,true,8.741779983663353,193792183,193793202
elongation,1.2424242424242427,1000000,2000000,11.38,21.200566295347787,38,3,1.2424242424242427,1.2,true,8.796422598183597,193792183,193793202
elongation,1.282828282828283,1000000,2000000,11.38,21.200566295347787,38,3,1.282828282828283,1.2,true,8.856661500578133,193792183,193793202
elongation,1.3232323232323235,1000000,2000000,11.38,21.200566295347787,38,3,1.3232323232323235,1.2,true,8.933096195365433,193792183,193793202
elongation,1.363636363636364,1000000,2000000,11.38,21.200566295347787,38,3,1.363636363636364,1.2,true,9.011537968054554,193792183,193793202
elongation,1.4040404040404044,1000000,2000000,11.38,21.200566295347787,38,3,1.4040404040404044,1.2,true,9.091153962008663,193792183,193793202
elongation,1.4444444444444449,1000000,2000000,11.38,21.200566295347787,38,3,1.4444444444444449,1.2,true,9.179210495243794,193792183,193793202
elongation,1.4848484848484853,1000000,2000000,11.38,21.200566295347787,38,3,1.4848484848484853,1.2,true,9.27339502164745,193792183,193793202
